id,item_group_id,lang,stage,prompt_type,knowledge_mode,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-008-dr-kg,PR-EN-008-dr,en,problem_finding,draft_critique_revise,kg,,What items can you find in your environment that move in a circular path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Bicycle wheel spinning,[]
PR-EN-009-ze-base,PR-EN-009-ze,en,problem_finding,zero_shot,none,,Can you find something in your environment that moves in a circular path and identify what keeps it moving in that path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-009-ze-kg,PR-EN-009-ze,en,problem_finding,zero_shot,kg,,Can you find something in your environment that moves in a circular path and identify what keeps it moving in that path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-010-fe-base,PR-EN-010-fe,en,problem_finding,few_shot,none,,What can you find in your surroundings that spins or rotates rapidly?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-010-fe-kg,PR-EN-010-fe,en,problem_finding,few_shot,kg,,What can you find in your environment that demonstrates circular motion?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-011-co-base,PR-EN-011-co,en,problem_finding,cot,none,,What items around you demonstrate circular motion that could involve centripetal acceleration?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-011-co-kg,PR-EN-011-co,en,problem_finding,cot,kg,,What items in your environment can you find that move in a circular path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-012-dr-base,PR-EN-012-dr,en,problem_finding,draft_critique_revise,none,,What items around you move in a circular path and experience a force towards the center?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-012-dr-kg,PR-EN-012-dr,en,problem_finding,draft_critique_revise,kg,,What items around you move in a circular path and require an inward force to maintain their motion?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Washing machine drum in motion,[]
PR-EN-013-ze-base,PR-EN-013-ze,en,problem_finding,zero_shot,none,,Can you find something in your environment that moves in a circular path and identify what keeps it moving in that path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-013-ze-kg,PR-EN-013-ze,en,problem_finding,zero_shot,kg,,Can you find something in your surroundings that moves in a circular path and identify what keeps it moving in that path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-014-fe-base,PR-EN-014-fe,en,problem_finding,few_shot,none,,What can you find in your surroundings that moves in a circular path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-014-fe-kg,PR-EN-014-fe,en,problem_finding,few_shot,kg,,What can you find in your surroundings that demonstrates circular motion?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-015-co-base,PR-EN-015-co,en,problem_finding,cot,none,,What things around you can you find that move in a circular path and experience a force towards the center?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-015-co-kg,PR-EN-015-co,en,problem_finding,cot,kg,,What items around you can you find that move in a circular path and require an inward force to maintain their motion?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-016-dr-base,PR-EN-016-dr,en,problem_finding,draft_critique_revise,none,,What items around you can you find that move in a circular path and experience centripetal acceleration?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-016-dr-kg,PR-EN-016-dr,en,problem_finding,draft_critique_revise,kg,,What items around you move in a circular path and require an inward force to maintain their motion?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground carousel rotating,[]
PR-EN-017-ze-base,PR-EN-017-ze,en,problem_finding,zero_shot,none,,Can you find something in your environment that moves in a circular path and identify what keeps it moving in that path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-017-ze-kg,PR-EN-017-ze,en,problem_finding,zero_shot,kg,,Can you find something in your environment that moves in a circular path and identify what keeps it moving in that path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-018-fe-base,PR-EN-018-fe,en,problem_finding,few_shot,none,,What can you find in your surroundings that involves circular motion?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-018-fe-kg,PR-EN-018-fe,en,problem_finding,few_shot,kg,,What can you find in your surroundings that moves in a circular path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-019-co-base,PR-EN-019-co,en,problem_finding,cot,none,,What items in your surroundings can you find that move in a circular path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-019-co-kg,PR-EN-019-co,en,problem_finding,cot,kg,,What items around you can you find that move in a circular path and require an inward force to maintain their motion?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-020-dr-base,PR-EN-020-dr,en,problem_finding,draft_critique_revise,none,,What items can you find in your environment that move in a circular path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-020-dr-kg,PR-EN-020-dr,en,problem_finding,draft_critique_revise,kg,,What items around you can you find that move in a circular path?,"[""What are some examples of things in your surroundings that move in a circular path and experience a force directed towards the center?"", ""Can you identify items in your daily life that exhibit circular motion and require a continuous inward force to maintain their path?"", ""How can you find instances around you where something is moving in a circle and is constantly being pulled towards the center of that circle?""]",Playground hamster wheel,[]
PR-EN-021-ze-base,PR-EN-021-ze,en,problem_exploring,zero_shot,none,,How does the speed of a rotating fan blade affect its centripetal acceleration?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-021-ze-kg,PR-EN-021-ze,en,problem_exploring,zero_shot,kg,,How does changing the radius of a fan blade affect the centripetal acceleration experienced at the blade tip when the fan rotates at a constant angular velocity?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-022-fe-base,PR-EN-022-fe,en,problem_exploring,few_shot,none,,What can you observe about the relationship between the speed of the fan blades and the force required to maintain their circular motion?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-022-fe-kg,PR-EN-022-fe,en,problem_exploring,few_shot,kg,,What happens to the centripetal acceleration when you explore the effect of increasing angular velocity?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-023-co-base,PR-EN-023-co,en,problem_exploring,cot,none,,What everyday activity can you explore to understand the effects of centripetal acceleration?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-023-co-kg,PR-EN-023-co,en,problem_exploring,cot,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object moving at a constant speed?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-024-dr-base,PR-EN-024-dr,en,problem_exploring,draft_critique_revise,none,,How can you measure the centripetal acceleration of an object in circular motion using everyday materials?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-024-dr-kg,PR-EN-024-dr,en,problem_exploring,draft_critique_revise,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Rotating fan blades,[]
PR-EN-025-ze-base,PR-EN-025-ze,en,problem_exploring,zero_shot,none,,How does the speed of a spinning bicycle wheel affect the centripetal acceleration experienced by a point on its rim?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-025-ze-kg,PR-EN-025-ze,en,problem_exploring,zero_shot,kg,,How does changing the radius of a spinning bicycle wheel affect its centripetal acceleration if the angular velocity remains constant?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-026-fe-base,PR-EN-026-fe,en,problem_exploring,few_shot,none,,What can you observe about the forces acting on the wheel as it spins?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-026-fe-kg,PR-EN-026-fe,en,problem_exploring,few_shot,kg,,What can you find in your surroundings that demonstrates circular motion?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-027-co-base,PR-EN-027-co,en,problem_exploring,cot,none,,What everyday activity can you explore to understand the effects of centripetal acceleration?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-027-co-kg,PR-EN-027-co,en,problem_exploring,cot,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object moving at a constant speed?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-028-dr-base,PR-EN-028-dr,en,problem_exploring,draft_critique_revise,none,,How can you measure the effects of centripetal acceleration on a spinning object using different variables?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-028-dr-kg,PR-EN-028-dr,en,problem_exploring,draft_critique_revise,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Spinning bicycle wheel,[]
PR-EN-029-ze-base,PR-EN-029-ze,en,problem_exploring,zero_shot,none,,How does the tension in the string affect the centripetal acceleration of a washer being swung in a circular path?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-029-ze-kg,PR-EN-029-ze,en,problem_exploring,zero_shot,kg,,How does changing the radius of the circular path affect the centripetal acceleration of a washer moving at a constant speed on a string?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-030-fe-base,PR-EN-030-fe,en,problem_exploring,few_shot,none,,What can you observe about the relationship between the speed of the washer and the tension in the string during circular motion?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-030-fe-kg,PR-EN-030-fe,en,problem_exploring,few_shot,kg,,What can you find in your surroundings that demonstrates centripetal acceleration?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-031-co-base,PR-EN-031-co,en,problem_exploring,cot,none,,How can you explore the effects of changing the radius on the centripetal acceleration of an object in circular motion?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-031-co-kg,PR-EN-031-co,en,problem_exploring,cot,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object moving at a constant angular velocity?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-032-dr-base,PR-EN-032-dr,en,problem_exploring,draft_critique_revise,none,,How does the speed of an object moving in a circle affect the centripetal force required to keep it in motion?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-032-dr-kg,PR-EN-032-dr,en,problem_exploring,draft_critique_revise,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object moving at a constant speed?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Washer on a string,[]
PR-EN-033-ze-base,PR-EN-033-ze,en,problem_exploring,zero_shot,none,,How does the speed of a turntable affect the centripetal acceleration experienced by an object placed on its edge?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Turntable,[]
PR-EN-033-ze-kg,PR-EN-033-ze,en,problem_exploring,zero_shot,kg,,How does changing the radius of a turntable affect the centripetal acceleration experienced by an object on its edge if the angular velocity remains constant?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Turntable,[]
PR-EN-034-fe-base,PR-EN-034-fe,en,problem_exploring,few_shot,none,,What happens to the motion of objects on the turntable when you vary the speed of rotation?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",Turntable,[]
